# Monster spawn data generated from DumpStaticGridOccupancyLog()
#
# Mega grid layout in world space (+Z upward):
# 7 8 9
# 4 5 6
# 1 2 3
#
# ID rule: mega_id = mega_z * 3 + mega_x + 1
# Internal mega coords are 0-based.
#
CONFIG|grid_min=(-600,-200)|grid_max_exclusive=(600,1000)|grid_size=(1200,1200)|mega_grid_size=(400,400)|center_spawn_size=(200,200)|allow_shared_non_boss_cells=0|non_boss_ignore_occupancy_mega_ids=[5]|rng_seed=20260416
SPAWN|index=793|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(67,0,752)|yaw_deg=55.213|rot=(0.000000,0.463398,0.000000,0.886150)|rule=zero_cell_in_center_200x200
SPAWN|index=794|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(95,0,787)|yaw_deg=77.579|rot=(0.000000,0.626460,0.000000,0.779454)|rule=zero_cell_in_center_200x200
SPAWN|index=795|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(87,0,731)|yaw_deg=90.451|rot=(0.000000,0.709883,0.000000,0.704319)|rule=zero_cell_in_center_200x200
SPAWN|index=796|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(-95,0,701)|yaw_deg=279.218|rot=(0.000000,0.648003,0.000000,-0.761638)|rule=zero_cell_in_center_200x200
SPAWN|index=797|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(1,0,717)|yaw_deg=69.975|rot=(0.000000,0.573400,0.000000,0.819275)|rule=zero_cell_in_center_200x200
SPAWN|index=798|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(67,0,755)|yaw_deg=60.802|rot=(0.000000,0.506048,0.000000,0.862505)|rule=zero_cell_in_center_200x200
SPAWN|index=799|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(-3,0,866)|yaw_deg=103.476|rot=(0.000000,0.785189,0.000000,0.619257)|rule=zero_cell_in_center_200x200
SPAWN|index=800|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(15,0,768)|yaw_deg=329.829|rot=(0.000000,0.260258,0.000000,-0.965539)|rule=zero_cell_in_center_200x200
SPAWN|index=801|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(4,0,758)|yaw_deg=46.232|rot=(0.000000,0.392593,0.000000,0.919712)|rule=zero_cell_in_center_200x200
SPAWN|index=802|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(47,0,815)|yaw_deg=132.751|rot=(0.000000,0.916193,0.000000,0.400738)|rule=zero_cell_in_center_200x200
SPAWN|index=803|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(-55,0,759)|yaw_deg=173.791|rot=(0.000000,0.998532,0.000000,0.054157)|rule=zero_cell_in_center_200x200
SPAWN|index=804|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(19,0,876)|yaw_deg=293.340|rot=(0.000000,0.549457,0.000000,-0.835522)|rule=zero_cell_in_center_200x200
SPAWN|index=805|type="Ghoul"|mega_id=8|mega=(1,2)|pos=(41,0,814)|yaw_deg=40.193|rot=(0.000000,0.343606,0.000000,0.939114)|rule=zero_cell_in_center_200x200
SPAWN|index=806|type="BowMan"|mega_id=8|mega=(1,2)|pos=(-23,0,843)|yaw_deg=45.986|rot=(0.000000,0.390615,0.000000,0.920554)|rule=zero_cell_in_center_200x200_with_10m_patrol_clearance
SPAWN|index=807|type="BowMan"|mega_id=8|mega=(1,2)|pos=(-71,0,798)|yaw_deg=258.767|rot=(0.000000,0.772919,0.000000,-0.634505)|rule=zero_cell_in_center_200x200_with_10m_patrol_clearance
SPAWN|index=808|type="BowMan"|mega_id=8|mega=(1,2)|pos=(14,0,812)|yaw_deg=128.937|rot=(0.000000,0.902348,0.000000,0.431008)|rule=zero_cell_in_center_200x200_with_10m_patrol_clearance
SPAWN|index=809|type="BowMan"|mega_id=8|mega=(1,2)|pos=(-51,0,806)|yaw_deg=247.829|rot=(0.000000,0.829869,0.000000,-0.557958)|rule=zero_cell_in_center_200x200_with_10m_patrol_clearance
SPAWN|index=810|type="BowMan"|mega_id=8|mega=(1,2)|pos=(30,0,815)|yaw_deg=248.589|rot=(0.000000,0.826152,0.000000,-0.563447)|rule=zero_cell_in_center_200x200_with_10m_patrol_clearance
SPAWN|index=811|type="BowMan"|mega_id=8|mega=(1,2)|pos=(-85,0,806)|yaw_deg=227.046|rot=(0.000000,0.916900,0.000000,-0.399117)|rule=zero_cell_in_center_200x200_with_10m_patrol_clearance
SPAWN|index=812|type="BowMan"|mega_id=8|mega=(1,2)|pos=(36,0,772)|yaw_deg=336.639|rot=(0.000000,0.202455,0.000000,-0.979292)|rule=zero_cell_in_center_200x200_with_10m_patrol_clearance
SPAWN|index=813|type="BowMan"|mega_id=8|mega=(1,2)|pos=(-1,0,821)|yaw_deg=69.844|rot=(0.000000,0.572462,0.000000,0.819932)|rule=zero_cell_in_center_200x200_with_10m_patrol_clearance
SPAWN|index=814|type="BowMan"|mega_id=8|mega=(1,2)|pos=(-52,0,829)|yaw_deg=202.599|rot=(0.000000,0.980617,0.000000,-0.195936)|rule=zero_cell_in_center_200x200_with_10m_patrol_clearance
SPAWN|index=815|type="BowMan"|mega_id=8|mega=(1,2)|pos=(13,0,785)|yaw_deg=66.949|rot=(0.000000,0.551567,0.000000,0.834130)|rule=zero_cell_in_center_200x200_with_10m_patrol_clearance
SPAWN|index=816|type="SwordMan"|mega_id=8|mega=(1,2)|pos=(82,0,800)|yaw_deg=277.803|rot=(0.000000,0.657353,0.000000,-0.753583)|rule=zero_cell_in_center_200x200_with_10m_patrol_clearance
SPAWN|index=817|type="SwordMan"|mega_id=8|mega=(1,2)|pos=(-56,0,815)|yaw_deg=48.947|rot=(0.000000,0.414272,0.000000,0.910153)|rule=zero_cell_in_center_200x200_with_10m_patrol_clearance
SPAWN|index=818|type="SwordMan"|mega_id=8|mega=(1,2)|pos=(-91,0,754)|yaw_deg=46.375|rot=(0.000000,0.393741,0.000000,0.919221)|rule=zero_cell_in_center_200x200_with_10m_patrol_clearance
SPAWN|index=819|type="Mutant"|mega_id=8|mega=(1,2)|pos=(0,0,800)|yaw_deg=355.501|rot=(0.000000,0.039249,0.000000,-0.999229)|rule=first_mutant_center_in_mega_6_or_8_ignore_occupancy
SPAWN|index=820|type="Mutant"|mega_id=8|mega=(1,2)|pos=(46,0,755)|yaw_deg=32.732|rot=(0.000000,0.281770,0.000000,0.959482)|rule=zero_cell_in_center_200x200
SPAWN|index=821|type="Mutant"|mega_id=8|mega=(1,2)|pos=(-99,0,815)|yaw_deg=80.654|rot=(0.000000,0.647146,0.000000,0.762366)|rule=zero_cell_in_center_200x200
SPAWN|index=822|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(473,0,701)|yaw_deg=305.622|rot=(0.000000,0.456931,0.000000,-0.889502)|rule=zero_cell_in_center_200x200
SPAWN|index=823|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(354,0,715)|yaw_deg=2.357|rot=(0.000000,0.020568,0.000000,0.999788)|rule=zero_cell_in_center_200x200
SPAWN|index=824|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(476,0,825)|yaw_deg=297.907|rot=(0.000000,0.515731,0.000000,-0.856750)|rule=zero_cell_in_center_200x200
SPAWN|index=825|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(423,0,728)|yaw_deg=261.566|rot=(0.000000,0.757191,0.000000,-0.653193)|rule=zero_cell_in_center_200x200
SPAWN|index=826|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(385,0,796)|yaw_deg=77.590|rot=(0.000000,0.626535,0.000000,0.779393)|rule=zero_cell_in_center_200x200
SPAWN|index=827|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(472,0,848)|yaw_deg=256.150|rot=(0.000000,0.787205,0.000000,-0.616692)|rule=zero_cell_in_center_200x200
SPAWN|index=828|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(379,0,736)|yaw_deg=114.610|rot=(0.000000,0.841559,0.000000,0.540165)|rule=zero_cell_in_center_200x200
SPAWN|index=829|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(365,0,822)|yaw_deg=346.691|rot=(0.000000,0.115884,0.000000,-0.993263)|rule=zero_cell_in_center_200x200
SPAWN|index=830|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(396,0,736)|yaw_deg=168.125|rot=(0.000000,0.994635,0.000000,0.103442)|rule=zero_cell_in_center_200x200
SPAWN|index=831|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(308,0,851)|yaw_deg=311.925|rot=(0.000000,0.407337,0.000000,-0.913278)|rule=zero_cell_in_center_200x200
SPAWN|index=832|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(412,0,799)|yaw_deg=177.935|rot=(0.000000,0.999838,0.000000,0.018023)|rule=zero_cell_in_center_200x200
SPAWN|index=833|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(367,0,868)|yaw_deg=202.558|rot=(0.000000,0.980687,0.000000,-0.195583)|rule=zero_cell_in_center_200x200
SPAWN|index=834|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(475,0,797)|yaw_deg=323.804|rot=(0.000000,0.310646,0.000000,-0.950526)|rule=zero_cell_in_center_200x200
SPAWN|index=835|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(486,0,794)|yaw_deg=63.048|rot=(0.000000,0.522853,0.000000,0.852423)|rule=zero_cell_in_center_200x200
SPAWN|index=836|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(497,0,721)|yaw_deg=16.868|rot=(0.000000,0.146668,0.000000,0.989186)|rule=zero_cell_in_center_200x200
SPAWN|index=837|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(389,0,806)|yaw_deg=3.196|rot=(0.000000,0.027888,0.000000,0.999611)|rule=zero_cell_in_center_200x200
SPAWN|index=838|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(473,0,805)|yaw_deg=201.011|rot=(0.000000,0.983238,0.000000,-0.182327)|rule=zero_cell_in_center_200x200
SPAWN|index=839|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(328,0,732)|yaw_deg=135.657|rot=(0.000000,0.926059,0.000000,0.377380)|rule=zero_cell_in_center_200x200
SPAWN|index=840|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(405,0,782)|yaw_deg=204.625|rot=(0.000000,0.976998,0.000000,-0.213246)|rule=zero_cell_in_center_200x200
SPAWN|index=841|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(450,0,876)|yaw_deg=333.006|rot=(0.000000,0.233395,0.000000,-0.972382)|rule=zero_cell_in_center_200x200
SPAWN|index=842|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(394,0,707)|yaw_deg=336.506|rot=(0.000000,0.203592,0.000000,-0.979056)|rule=zero_cell_in_center_200x200
SPAWN|index=843|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(388,0,835)|yaw_deg=247.338|rot=(0.000000,0.832256,0.000000,-0.554391)|rule=zero_cell_in_center_200x200
SPAWN|index=844|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(322,0,890)|yaw_deg=320.947|rot=(0.000000,0.334245,0.000000,-0.942486)|rule=zero_cell_in_center_200x200
SPAWN|index=845|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(359,0,897)|yaw_deg=27.224|rot=(0.000000,0.235343,0.000000,0.971912)|rule=zero_cell_in_center_200x200
SPAWN|index=846|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(361,0,758)|yaw_deg=76.591|rot=(0.000000,0.619719,0.000000,0.784824)|rule=zero_cell_in_center_200x200
SPAWN|index=847|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(316,0,851)|yaw_deg=86.005|rot=(0.000000,0.682031,0.000000,0.731324)|rule=zero_cell_in_center_200x200
SPAWN|index=848|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(334,0,732)|yaw_deg=271.022|rot=(0.000000,0.700774,0.000000,-0.713383)|rule=zero_cell_in_center_200x200
SPAWN|index=849|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(420,0,833)|yaw_deg=238.336|rot=(0.000000,0.873194,0.000000,-0.487373)|rule=zero_cell_in_center_200x200
SPAWN|index=850|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(365,0,852)|yaw_deg=140.324|rot=(0.000000,0.940657,0.000000,0.339358)|rule=zero_cell_in_center_200x200
SPAWN|index=851|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(360,0,865)|yaw_deg=334.176|rot=(0.000000,0.223455,0.000000,-0.974714)|rule=zero_cell_in_center_200x200
SPAWN|index=852|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(419,0,784)|yaw_deg=225.930|rot=(0.000000,0.920745,0.000000,-0.390165)|rule=zero_cell_in_center_200x200
SPAWN|index=853|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(312,0,705)|yaw_deg=78.150|rot=(0.000000,0.630337,0.000000,0.776322)|rule=zero_cell_in_center_200x200
SPAWN|index=854|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(362,0,737)|yaw_deg=171.615|rot=(0.000000,0.997324,0.000000,0.073106)|rule=zero_cell_in_center_200x200
SPAWN|index=855|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(465,0,820)|yaw_deg=67.394|rot=(0.000000,0.554803,0.000000,0.831981)|rule=zero_cell_in_center_200x200
SPAWN|index=856|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(451,0,759)|yaw_deg=245.628|rot=(0.000000,0.840432,0.000000,-0.541917)|rule=zero_cell_in_center_200x200
SPAWN|index=857|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(342,0,797)|yaw_deg=120.504|rot=(0.000000,0.868217,0.000000,0.496185)|rule=zero_cell_in_center_200x200
SPAWN|index=858|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(392,0,838)|yaw_deg=190.021|rot=(0.000000,0.996179,0.000000,-0.087339)|rule=zero_cell_in_center_200x200
SPAWN|index=859|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(358,0,895)|yaw_deg=345.503|rot=(0.000000,0.126173,0.000000,-0.992008)|rule=zero_cell_in_center_200x200
SPAWN|index=860|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(473,0,712)|yaw_deg=230.851|rot=(0.000000,0.903143,0.000000,-0.429340)|rule=zero_cell_in_center_200x200
SPAWN|index=861|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(446,0,796)|yaw_deg=225.123|rot=(0.000000,0.923467,0.000000,-0.383678)|rule=zero_cell_in_center_200x200
SPAWN|index=862|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(307,0,807)|yaw_deg=262.133|rot=(0.000000,0.753947,0.000000,-0.656935)|rule=zero_cell_in_center_200x200
SPAWN|index=863|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(381,0,710)|yaw_deg=155.354|rot=(0.000000,0.976960,0.000000,0.213422)|rule=zero_cell_in_center_200x200
SPAWN|index=864|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(470,0,761)|yaw_deg=32.841|rot=(0.000000,0.282686,0.000000,0.959212)|rule=zero_cell_in_center_200x200
SPAWN|index=865|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(386,0,854)|yaw_deg=292.212|rot=(0.000000,0.557657,0.000000,-0.830072)|rule=zero_cell_in_center_200x200
SPAWN|index=866|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(491,0,798)|yaw_deg=247.065|rot=(0.000000,0.833572,0.000000,-0.552411)|rule=zero_cell_in_center_200x200
SPAWN|index=867|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(497,0,870)|yaw_deg=169.756|rot=(0.000000,0.996007,0.000000,0.089276)|rule=zero_cell_in_center_200x200
SPAWN|index=868|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(464,0,851)|yaw_deg=115.024|rot=(0.000000,0.843506,0.000000,0.537120)|rule=zero_cell_in_center_200x200
SPAWN|index=869|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(347,0,807)|yaw_deg=35.893|rot=(0.000000,0.308125,0.000000,0.951346)|rule=zero_cell_in_center_200x200
SPAWN|index=870|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(364,0,865)|yaw_deg=33.628|rot=(0.000000,0.289266,0.000000,0.957249)|rule=zero_cell_in_center_200x200
SPAWN|index=871|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(456,0,898)|yaw_deg=113.418|rot=(0.000000,0.835892,0.000000,0.548895)|rule=zero_cell_in_center_200x200
SPAWN|index=872|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(360,0,883)|yaw_deg=257.452|rot=(0.000000,0.780149,0.000000,-0.625594)|rule=zero_cell_in_center_200x200
SPAWN|index=873|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(368,0,811)|yaw_deg=287.574|rot=(0.000000,0.590789,0.000000,-0.806826)|rule=zero_cell_in_center_200x200
SPAWN|index=874|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(345,0,877)|yaw_deg=182.093|rot=(0.000000,0.999833,0.000000,-0.018260)|rule=zero_cell_in_center_200x200
SPAWN|index=875|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(478,0,894)|yaw_deg=197.780|rot=(0.000000,0.987987,0.000000,-0.154538)|rule=zero_cell_in_center_200x200
SPAWN|index=876|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(366,0,776)|yaw_deg=98.590|rot=(0.000000,0.758075,0.000000,0.652167)|rule=zero_cell_in_center_200x200
SPAWN|index=877|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(343,0,832)|yaw_deg=303.394|rot=(0.000000,0.474132,0.000000,-0.880454)|rule=zero_cell_in_center_200x200
SPAWN|index=878|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(422,0,858)|yaw_deg=283.216|rot=(0.000000,0.621039,0.000000,-0.783780)|rule=zero_cell_in_center_200x200
SPAWN|index=879|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(379,0,794)|yaw_deg=211.009|rot=(0.000000,0.963609,0.000000,-0.267314)|rule=zero_cell_in_center_200x200
SPAWN|index=880|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(475,0,801)|yaw_deg=126.769|rot=(0.000000,0.894032,0.000000,0.448003)|rule=zero_cell_in_center_200x200
SPAWN|index=881|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(407,0,756)|yaw_deg=223.577|rot=(0.000000,0.928561,0.000000,-0.371179)|rule=zero_cell_in_center_200x200
SPAWN|index=882|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(337,0,774)|yaw_deg=86.726|rot=(0.000000,0.686620,0.000000,0.727016)|rule=zero_cell_in_center_200x200
SPAWN|index=883|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(498,0,730)|yaw_deg=106.444|rot=(0.000000,0.800961,0.000000,0.598717)|rule=zero_cell_in_center_200x200
SPAWN|index=884|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(346,0,769)|yaw_deg=202.616|rot=(0.000000,0.980587,0.000000,-0.196086)|rule=zero_cell_in_center_200x200
SPAWN|index=885|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(374,0,799)|yaw_deg=18.887|rot=(0.000000,0.164075,0.000000,0.986448)|rule=zero_cell_in_center_200x200
SPAWN|index=886|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(496,0,757)|yaw_deg=146.066|rot=(0.000000,0.956472,0.000000,0.291825)|rule=zero_cell_in_center_200x200
SPAWN|index=887|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(469,0,844)|yaw_deg=290.986|rot=(0.000000,0.566505,0.000000,-0.824058)|rule=zero_cell_in_center_200x200
SPAWN|index=888|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(348,0,828)|yaw_deg=344.572|rot=(0.000000,0.134232,0.000000,-0.990950)|rule=zero_cell_in_center_200x200
SPAWN|index=889|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(361,0,805)|yaw_deg=34.258|rot=(0.000000,0.294523,0.000000,0.955645)|rule=zero_cell_in_center_200x200
SPAWN|index=890|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(472,0,799)|yaw_deg=317.278|rot=(0.000000,0.364246,0.000000,-0.931303)|rule=zero_cell_in_center_200x200
SPAWN|index=891|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(423,0,858)|yaw_deg=342.306|rot=(0.000000,0.153799,0.000000,-0.988102)|rule=zero_cell_in_center_200x200
SPAWN|index=892|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(402,0,891)|yaw_deg=333.862|rot=(0.000000,0.226128,0.000000,-0.974098)|rule=zero_cell_in_center_200x200
SPAWN|index=893|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(308,0,783)|yaw_deg=327.904|rot=(0.000000,0.276444,0.000000,-0.961030)|rule=zero_cell_in_center_200x200
SPAWN|index=894|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(485,0,792)|yaw_deg=336.727|rot=(0.000000,0.201702,0.000000,-0.979447)|rule=zero_cell_in_center_200x200
SPAWN|index=895|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(358,0,704)|yaw_deg=284.318|rot=(0.000000,0.613472,0.000000,-0.789717)|rule=zero_cell_in_center_200x200
SPAWN|index=896|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(370,0,809)|yaw_deg=156.532|rot=(0.000000,0.979102,0.000000,0.203370)|rule=zero_cell_in_center_200x200
SPAWN|index=897|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(433,0,832)|yaw_deg=204.986|rot=(0.000000,0.976322,0.000000,-0.216321)|rule=zero_cell_in_center_200x200
SPAWN|index=898|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(307,0,850)|yaw_deg=116.780|rot=(0.000000,0.851638,0.000000,0.524131)|rule=zero_cell_in_center_200x200
SPAWN|index=899|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(376,0,795)|yaw_deg=27.040|rot=(0.000000,0.233784,0.000000,0.972289)|rule=zero_cell_in_center_200x200
SPAWN|index=900|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(420,0,810)|yaw_deg=71.027|rot=(0.000000,0.580893,0.000000,0.813980)|rule=zero_cell_in_center_200x200
SPAWN|index=901|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(308,0,743)|yaw_deg=120.113|rot=(0.000000,0.866519,0.000000,0.499144)|rule=zero_cell_in_center_200x200
SPAWN|index=902|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(344,0,781)|yaw_deg=188.708|rot=(0.000000,0.997114,0.000000,-0.075914)|rule=zero_cell_in_center_200x200
SPAWN|index=903|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(362,0,865)|yaw_deg=104.286|rot=(0.000000,0.789547,0.000000,0.613691)|rule=zero_cell_in_center_200x200
SPAWN|index=904|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(344,0,764)|yaw_deg=320.522|rot=(0.000000,0.337737,0.000000,-0.941241)|rule=zero_cell_in_center_200x200
SPAWN|index=905|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(495,0,798)|yaw_deg=233.897|rot=(0.000000,0.891415,0.000000,-0.453188)|rule=zero_cell_in_center_200x200
SPAWN|index=906|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(302,0,878)|yaw_deg=272.303|rot=(0.000000,0.692755,0.000000,-0.721173)|rule=zero_cell_in_center_200x200
SPAWN|index=907|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(360,0,781)|yaw_deg=54.976|rot=(0.000000,0.461565,0.000000,0.887106)|rule=zero_cell_in_center_200x200
SPAWN|index=908|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(350,0,736)|yaw_deg=232.386|rot=(0.000000,0.897313,0.000000,-0.441395)|rule=zero_cell_in_center_200x200
SPAWN|index=909|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(316,0,789)|yaw_deg=79.298|rot=(0.000000,0.638081,0.000000,0.769969)|rule=zero_cell_in_center_200x200
SPAWN|index=910|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(403,0,752)|yaw_deg=233.228|rot=(0.000000,0.894043,0.000000,-0.447981)|rule=zero_cell_in_center_200x200
SPAWN|index=911|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(334,0,707)|yaw_deg=137.530|rot=(0.000000,0.932103,0.000000,0.362193)|rule=zero_cell_in_center_200x200
SPAWN|index=912|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(406,0,708)|yaw_deg=225.179|rot=(0.000000,0.923280,0.000000,-0.384128)|rule=zero_cell_in_center_200x200
SPAWN|index=913|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(337,0,835)|yaw_deg=176.997|rot=(0.000000,0.999657,0.000000,0.026205)|rule=zero_cell_in_center_200x200
SPAWN|index=914|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(412,0,866)|yaw_deg=305.943|rot=(0.000000,0.454433,0.000000,-0.890781)|rule=zero_cell_in_center_200x200
SPAWN|index=915|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(359,0,786)|yaw_deg=217.562|rot=(0.000000,0.946757,0.000000,-0.321950)|rule=zero_cell_in_center_200x200
SPAWN|index=916|type="Ghoul"|mega_id=9|mega=(2,2)|pos=(394,0,888)|yaw_deg=66.522|rot=(0.000000,0.548450,0.000000,0.836183)|rule=zero_cell_in_center_200x200
SPAWN|index=917|type="BowMan"|mega_id=9|mega=(2,2)|pos=(305,0,777)|yaw_deg=184.311|rot=(0.000000,0.999292,0.000000,-0.037613)|rule=zero_cell_in_center_200x200_with_10m_patrol_clearance
SPAWN|index=918|type="BowMan"|mega_id=9|mega=(2,2)|pos=(430,0,733)|yaw_deg=193.101|rot=(0.000000,0.993471,0.000000,-0.114082)|rule=zero_cell_in_center_200x200_with_10m_patrol_clearance
SPAWN|index=919|type="BowMan"|mega_id=9|mega=(2,2)|pos=(423,0,727)|yaw_deg=86.999|rot=(0.000000,0.688351,0.000000,0.725378)|rule=zero_cell_in_center_200x200_with_10m_patrol_clearance
SPAWN|index=920|type="BowMan"|mega_id=9|mega=(2,2)|pos=(486,0,730)|yaw_deg=56.701|rot=(0.000000,0.474866,0.000000,0.880058)|rule=zero_cell_in_center_200x200_with_10m_patrol_clearance
SPAWN|index=921|type="BowMan"|mega_id=9|mega=(2,2)|pos=(405,0,761)|yaw_deg=141.213|rot=(0.000000,0.943261,0.000000,0.332051)|rule=zero_cell_in_center_200x200_with_10m_patrol_clearance
SPAWN|index=922|type="SwordMan"|mega_id=9|mega=(2,2)|pos=(450,0,779)|yaw_deg=354.444|rot=(0.000000,0.048468,0.000000,-0.998825)|rule=zero_cell_in_center_200x200_with_10m_patrol_clearance
SPAWN|index=923|type="SwordMan"|mega_id=9|mega=(2,2)|pos=(355,0,735)|yaw_deg=75.100|rot=(0.000000,0.609453,0.000000,0.792822)|rule=zero_cell_in_center_200x200_with_10m_patrol_clearance
SPAWN|index=924|type="SwordMan"|mega_id=9|mega=(2,2)|pos=(307,0,812)|yaw_deg=4.700|rot=(0.000000,0.041004,0.000000,0.999159)|rule=zero_cell_in_center_200x200_with_10m_patrol_clearance
SPAWN|index=925|type="SwordMan"|mega_id=9|mega=(2,2)|pos=(330,0,712)|yaw_deg=93.325|rot=(0.000000,0.727325,0.000000,0.686294)|rule=zero_cell_in_center_200x200_with_10m_patrol_clearance
SPAWN|index=926|type="SwordMan"|mega_id=9|mega=(2,2)|pos=(428,0,743)|yaw_deg=339.446|rot=(0.000000,0.178407,0.000000,-0.983957)|rule=zero_cell_in_center_200x200_with_10m_patrol_clearance
